game_id,title,old_region,new_region_family,new_market_region,region_code,serial,languages,classification_source,confidence,action,source_urls,review_reasons,url
ps2-japon-sekirei-mirai-kara-no-okurimono,Sekirei: Mirai Kara no Okurimono,Japón,NTSC-J,Japan,JP,SLPM-55227,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-55227.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/41612/",,/catalogo/sekirei-mirai-kara-no-okurimono-ps2-pal-jp
ps2-japon-sengoku-basara,Sengoku Basara,Japón,NTSC-J,Japan,JP,SLPM-66058,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-66058.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/32584/",,/catalogo/sengoku-basara-ps2-pal-jp
ps2-japon-sengoku-basara-2,Sengoku Basara 2,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/sengoku-basara-2-ps2-pal-jp
ps2-japon-sengoku-basara-2-capkore,Sengoku Basara 2 [CapKore],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sengoku-basara-2-capkore-ps2-pal-jp
ps2-japon-sengoku-basara-2-eiyuu-gaiden-playstation-2-the-best,Sengoku Basara 2 Eiyuu Gaiden [PlayStation 2 the Best],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/sengoku-basara-2-eiyuu-gaiden-playstation-2-the-best-ps2-pal-jp
ps2-japon-sengoku-basara-2-heroes,Sengoku Basara 2 Heroes,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/sengoku-basara-2-heroes-ps2-pal-jp
ps2-japon-sengoku-basara-capkore,Sengoku Basara [CapKore],Japón,NTSC-J,Japan,JP,SLPM-66287,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-66287.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/32584/",,/catalogo/sengoku-basara-capkore-ps2-pal-jp
ps2-japon-sengoku-basara-double-pack-limited-edition,Sengoku Basara Double Pack [Limited Edition],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sengoku-basara-double-pack-limited-edition-ps2-pal-jp
ps2-japon-sengoku-basara-x-best-price,Sengoku Basara X [Best Price],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_redump_serial|market_requires_additional_evidence,/catalogo/sengoku-basara-x-best-price-ps2-pal-jp
ps2-japon-sengoku-basara-x-limited-edition,Sengoku Basara X [Limited Edition],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_redump_serial|market_requires_additional_evidence,/catalogo/sengoku-basara-x-limited-edition-ps2-pal-jp
ps2-japon-sengoku-basara-x-cross,Sengoku Basara X Cross,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sengoku-basara-x-cross-ps2-pal-jp
ps2-japon-sengoku-musou,Sengoku Musou,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/sengoku-musou-ps2-pal-jp
ps2-japon-sengoku-musou-&#43;-sengoku-musou-moushouden-premium-pack,Sengoku Musou + Sengoku Musou Moushouden [Premium Pack],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sengoku-musou-sengoku-musou-moushouden-premium-pack-ps2-pal-jp
ps2-japon-sengoku-musou-2,Sengoku Musou 2,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/sengoku-musou-2-ps2-pal-jp
ps2-japon-sengoku-musou-2-treasure-box,Sengoku Musou 2 [Treasure Box],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sengoku-musou-2-treasure-box-ps2-pal-jp
ps2-japon-sengoku-musou-2-empires-treasure-box,Sengoku Musou 2 Empires [Treasure Box],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sengoku-musou-2-empires-treasure-box-ps2-pal-jp
ps2-japon-sengoku-musou-2-moushouden,Sengoku Musou 2: Moushouden,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/sengoku-musou-2-moushouden-ps2-pal-jp
ps2-japon-sengoku-musou-mushouden,Sengoku Musou Mushouden,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/sengoku-musou-mushouden-ps2-pal-jp
ps2-japon-sengoku-vs-gendai,Sengoku Vs Gendai,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sengoku-vs-gendai-ps2-pal-jp
ps2-japon-seven-samurai-20xx,Seven Samurai 20XX,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/seven-samurai-20xx-ps2-pal-jp
ps2-japon-seven-molmorth-no-kiheitai,Seven: Molmorth No Kiheitai,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/seven-molmorth-no-kiheitai-ps2-pal-jp
ps2-japon-shadow-hearts,Shadow Hearts,Japón,NTSC-J,Japan,JP,SLPS-25041,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPS-25041.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/25764/",,/catalogo/shadow-hearts-ps2-pal-jp
ps2-japon-shadow-hearts-ii,Shadow Hearts II,Japón,NTSC-J,Japan,JP,SLPS-25334 / SLPS-25335,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPS-25334.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/25765/|https://redump.info/disc/25766/",,/catalogo/shadow-hearts-ii-ps2-pal-jp
ps2-japon-shadow-hearts-ii-limited-dx-pack,Shadow Hearts II [Limited DX Pack],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shadow-hearts-ii-limited-dx-pack-ps2-pal-jp
ps2-japon-shadow-hearts-from-the-new-world,Shadow Hearts: From The New World,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shadow-hearts-from-the-new-world-ps2-pal-jp
ps2-japon-shadow-hearts-from-the-new-world-premium-box,Shadow Hearts: From the New World [Premium Box],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shadow-hearts-from-the-new-world-premium-box-ps2-pal-jp
ps2-japon-shadow-of-memories,Shadow of Memories,Japón,NTSC-J,Japan,JP,SLPM-65013,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-65013.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/25753/",,/catalogo/shadow-of-memories-ps2-pal-jp
ps2-japon-shadow-of-rome,Shadow of Rome,Japón,NTSC-J,Japan,JP,SLPM-65883,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-65883.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/40620/",,/catalogo/shadow-of-rome-ps2-pal-jp
ps2-japon-shadow-of-the-colossus-not-for-resale,Shadow of the Colossus [Not For Resale],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shadow-of-the-colossus-not-for-resale-ps2-pal-jp
ps2-japon-shadow-tower-abyss,Shadow Tower Abyss,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shadow-tower-abyss-ps2-pal-jp
ps2-japon-shakugan-no-shana,Shakugan no Shana,Japón,NTSC-J,Japan,JP,SLPS-25599,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPS-25599.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/39637/",,/catalogo/shakugan-no-shana-ps2-pal-jp
ps2-japon-shaman-king-funbari-spirits,Shaman King: Funbari Spirits,Japón,NTSC-J,Japan,JP,SLPS-25359,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPS-25359.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/53974/",,/catalogo/shaman-king-funbari-spirits-ps2-pal-jp
ps2-japon-shanghai-four-elements-super-value-2800,Shanghai: Four Elements [Super Value 2800],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shanghai-four-elements-super-value-2800-ps2-pal-jp
ps2-japon-shijyou-saikyou-no-deshi-kenichi,Shijyou Saikyou no Deshi Kenichi,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shijyou-saikyou-no-deshi-kenichi-ps2-pal-jp
ps2-japon-shikigami-no-shiro,Shikigami no Shiro,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shikigami-no-shiro-ps2-pal-jp
ps2-japon-shikigami-no-shiro-ii,Shikigami no Shiro II,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shikigami-no-shiro-ii-ps2-pal-jp
ps2-japon-shikigami-no-shiro-nanayozuki-gensoukyoku,Shikigami no Shiro Nanayozuki Gensoukyoku,Japón,NTSC-J,Japan,JP,SLPM-66069,,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/jlist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/44649/",,/catalogo/shikigami-no-shiro-nanayozuki-gensoukyoku-ps2-pal-jp
ps2-japon-shin-bakusou-dekotora-densetsu,Shin Bakusou Dekotora Densetsu,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shin-bakusou-dekotora-densetsu-ps2-pal-jp
ps2-japon-shin-contra,Shin Contra,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-contra-ps2-pal-jp
ps2-japon-shin-gouketuji-ichizoku-bonnou-kaihou,Shin Gouketuji Ichizoku: Bonnou Kaihou,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,source_title_and_redump_serial_title_disagree,/catalogo/shin-gouketuji-ichizoku-bonnou-kaihou-ps2-pal-jp
ps2-japon-shin-hisui-no-shizuku-hiiro-no-kakera-2,Shin Hisui no Shizuku: Hiiro no Kakera 2,Japón,NTSC-J,Japan,JP,SLPM-55217,,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/jlist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/44081/",,/catalogo/shin-hisui-no-shizuku-hiiro-no-kakera-2-ps2-pal-jp
ps2-japon-shin-megami-tensei-iii-nocturne,Shin Megami Tensei III: Nocturne,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-megami-tensei-iii-nocturne-ps2-pal-jp
ps2-japon-shin-megami-tensei-iii-nocturne-deluxe-pack,Shin Megami Tensei III: Nocturne [Deluxe Pack],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shin-megami-tensei-iii-nocturne-deluxe-pack-ps2-pal-jp
ps2-japon-shin-megami-tensei-iii-nocturne-tsutaya-cover,Shin Megami Tensei III: Nocturne [Tsutaya Cover],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shin-megami-tensei-iii-nocturne-tsutaya-cover-ps2-pal-jp
ps2-japon-shin-megami-tensei-iii-nocturne-maniax,Shin Megami Tensei III: Nocturne Maniax,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-megami-tensei-iii-nocturne-maniax-ps2-pal-jp
ps2-japon-shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon,Shin Megami Tensei: Devil Summoner 2: Raidou Kuzunoha vs. King Abaddon,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shin-megami-tensei-devil-summoner-2-raidou-kuzunoha-vs-king-abaddon-ps2-pal-jp
ps2-japon-shin-megami-tensei-persona-3-fes-append-edition,Shin Megami Tensei: Persona 3: FES [Append Edition],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shin-megami-tensei-persona-3-fes-append-edition-ps2-pal-jp
ps2-japon-shin-onimusha-dawn-of-dreams-playstation-2-the-best,Shin Onimusha: Dawn Of Dreams [PlayStation 2 The Best],Japón,NTSC-J,Japan,JP,SLPM-74232 / SLPM-74233,en|ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/jlist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/10732/|https://redump.info/disc/10733/",,/catalogo/shin-onimusha-dawn-of-dreams-playstation-2-the-best-ps2-pal-jp
ps2-japon-shin-sangoku-musou,Shin Sangoku Musou,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-ps2-pal-jp
ps2-japon-shin-sangoku-musou-2,Shin Sangoku Musou 2,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-2-ps2-pal-jp
ps2-japon-shin-sangoku-musou-2-mega-hits,Shin Sangoku Musou 2 [Mega Hits],Japón,NTSC-J,Japan,JP,SLPM-66505,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-66505.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/15929/",,/catalogo/shin-sangoku-musou-2-mega-hits-ps2-pal-jp
ps2-japon-shin-sangoku-musou-2-premium-pack,Shin Sangoku Musou 2 [Premium Pack],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,source_title_and_redump_serial_title_disagree,/catalogo/shin-sangoku-musou-2-premium-pack-ps2-pal-jp
ps2-japon-shin-sangoku-musou-2-moushouden,Shin Sangoku Musou 2 Moushouden,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-2-moushouden-ps2-pal-jp
ps2-japon-shin-sangoku-musou-3,Shin Sangoku Musou 3,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-3-ps2-pal-jp
ps2-japon-shin-sangoku-musou-3-empires,Shin Sangoku Musou 3 Empires,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-3-empires-ps2-pal-jp
ps2-japon-shin-sangoku-musou-3-moushouden,Shin Sangoku Musou 3 Moushouden,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-3-moushouden-ps2-pal-jp
ps2-japon-shin-sangoku-musou-4,Shin Sangoku Musou 4,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-4-ps2-pal-jp
ps2-japon-shin-sangoku-musou-4-treasure-box,Shin Sangoku Musou 4 [Treasure Box],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shin-sangoku-musou-4-treasure-box-ps2-pal-jp
ps2-japon-shin-sangoku-musou-4-empires,Shin Sangoku Musou 4 Empires,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-4-empires-ps2-pal-jp
ps2-japon-shin-sangoku-musou-4-moushouden,Shin Sangoku Musou 4 Moushouden,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-4-moushouden-ps2-pal-jp
ps2-japon-shin-sangoku-musou-5-special,Shin Sangoku Musou 5 Special,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shin-sangoku-musou-5-special-ps2-pal-jp
ps2-japon-shining-force-exa,Shining Force EXA,Japón,NTSC-J,Japan,JP,SLPM-66646,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-66646.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/25832/",,/catalogo/shining-force-exa-ps2-pal-jp
ps2-japon-shining-force-neo,Shining Force Neo,Japón,NTSC-J,Japan,JP,SLPM-65908,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-65908.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/25831/",,/catalogo/shining-force-neo-ps2-pal-jp
ps2-japon-shining-tears,Shining Tears,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shining-tears-ps2-pal-jp
ps2-japon-shining-tears-the-best,Shining Tears [The Best],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shining-tears-the-best-ps2-pal-jp
ps2-japon-shining-wind,Shining Wind,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shining-wind-ps2-pal-jp
ps2-japon-shinjuku-no-ookami,Shinjuku No Ookami,Japón,NTSC-J,Japan,JP,SLPS-25916,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPS-25916.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/41613/",,/catalogo/shinjuku-no-ookami-ps2-pal-jp
ps2-japon-shinki-gensou-spectral-souls-ii,Shinki Gensou: Spectral Souls II,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/shinki-gensou-spectral-souls-ii-ps2-pal-jp
ps2-japon-shinki-gensou-spectral-souls-ii-limited-edition,Shinki Gensou: Spectral Souls II [Limited Edition],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shinki-gensou-spectral-souls-ii-limited-edition-ps2-pal-jp
ps2-japon-shinobi,Shinobi,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shinobi-ps2-pal-jp
ps2-japon-shinobido-imashime-spike-the-best,Shinobido Imashime [Spike The Best],Japón,NTSC-J,Japan,JP,SLPM-66556,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-66556.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/26274/",,/catalogo/shinobido-imashime-spike-the-best-ps2-pal-jp
ps2-japon-shinobido-takumi,Shinobido Takumi,Japón,NTSC-J,Japan,JP,SLPM-66358,,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/jlist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/97273/",,/catalogo/shinobido-takumi-ps2-pal-jp
ps2-japon-shinobido-imashime,Shinobido: Imashime,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shinobido-imashime-ps2-pal-jp
ps2-japon-shinseiki-evangelion-2nd-impact,Shinseiki Evangelion 2nd Impact,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shinseiki-evangelion-2nd-impact-ps2-pal-jp
ps2-japon-shinseiki-evangelion-typing-e-keikaku,Shinseiki Evangelion Typing e-Keikaku,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shinseiki-evangelion-typing-e-keikaku-ps2-pal-jp
ps2-japon-shinseiki-evangelion-ayanami-ikusei-keikaku-with-asuka-hokan-keikaku,Shinseiki Evangelion: Ayanami Ikusei keikaku with Asuka Hokan Keikaku,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_redump_serial|market_requires_additional_evidence,/catalogo/shinseiki-evangelion-ayanami-ikusei-keikaku-with-asuka-hokan-keikaku-ps2-pal-jp
ps2-japon-shinseiki-evangelion-koutetsu-no-girlfriend,Shinseiki Evangelion: Koutetsu no Girlfriend,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shinseiki-evangelion-koutetsu-no-girlfriend-ps2-pal-jp
ps2-japon-shinseiki-evangelion-koutetsu-no-girlfriend-2nd,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd,Japón,NTSC-J,Japan,JP,SLPM-65867,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-65867.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/37816/",,/catalogo/shinseiki-evangelion-koutetsu-no-girlfriend-2nd-ps2-pal-jp
ps2-japon-shinseiki-genso-spectral-souls,Shinseiki Genso: Spectral Souls,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/shinseiki-genso-spectral-souls-ps2-pal-jp
ps2-japon-shinseiki-gpx-cyber-formula-road-to-the-infinity,Shinseiki GPX Cyber Formula: Road To The Infinity,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,source_title_and_redump_serial_title_disagree,/catalogo/shinseiki-gpx-cyber-formula-road-to-the-infinity-ps2-pal-jp
ps2-japon-shinsengumi-gunrou-den,Shinsengumi Gunrou-Den,Japón,NTSC-J,Japan,JP,SLPM-65823,,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/jlist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/77995/",,/catalogo/shinsengumi-gunrou-den-ps2-pal-jp
ps2-japon-shinten-makai-generation-of-chaos-v,Shinten Makai: Generation of Chaos V,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/shinten-makai-generation-of-chaos-v-ps2-pal-jp
ps2-japon-shirachuu-tankenbu,Shirachuu Tankenbu,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/shirachuu-tankenbu-ps2-pal-jp
ps2-japon-shobushi-densetsu-tetsuya,Shobushi Densetsu Tetsuya,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shobushi-densetsu-tetsuya-ps2-pal-jp
ps2-japon-shooting-love-trizeal,Shooting Love: Trizeal,Japón,NTSC-J,Japan,JP,SLPM-62726,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-62726.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/42570/",,/catalogo/shooting-love-trizeal-ps2-pal-jp
ps2-japon-shoubi-no-ki-ni-shoubi-no-hanasaku-das-versprechen,Shoubi No Ki Ni Shoubi No Hanasaku: Das Versprechen,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,source_title_and_redump_serial_title_disagree,/catalogo/shoubi-no-ki-ni-shoubi-no-hanasaku-das-versprechen-ps2-pal-jp
ps2-japon-shoubushi-densetsu-tetsuya-playstation-2-the-best,Shoubushi Densetsu Tetsuya [PlayStation 2 The Best],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shoubushi-densetsu-tetsuya-playstation-2-the-best-ps2-pal-jp
ps2-japon-shoujo-yoshitsuneden-2,Shoujo Yoshitsuneden 2,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,source_title_and_redump_serial_title_disagree,/catalogo/shoujo-yoshitsuneden-2-ps2-pal-jp
ps2-japon-shuffle-on-the-stage,Shuffle! On The Stage,Japón,NTSC-J,Japan,JP,SLPM-66134,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-66134.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/43385/",,/catalogo/shuffle-on-the-stage-ps2-pal-jp
ps2-japon-shuffle-on-the-stage-kadokawa-the-best,Shuffle! On the Stage [Kadokawa the Best],Japón,NTSC-J,Japan,JP,SLPM-66806,ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-66806.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/43385/",,/catalogo/shuffle-on-the-stage-kadokawa-the-best-ps2-pal-jp
ps2-japon-shutokou-battle-zero,Shutokou Battle Zero,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shutokou-battle-zero-ps2-pal-jp
ps2-japon-shutokou-battle-zero-one,Shutokou Battle Zero One,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/shutokou-battle-zero-one-ps2-pal-jp
ps2-japon-sidewinder-f,SideWinder F,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/sidewinder-f-ps2-pal-jp
ps2-japon-sidewinder-max,Sidewinder Max,Japón,NTSC-J,Japan,JP,SLPS-25018,,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/jlist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/15938/",,/catalogo/sidewinder-max-ps2-pal-jp
ps2-japon-sidewinder-max-the-best,Sidewinder Max [The Best],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/sidewinder-max-the-best-ps2-pal-jp
ps2-japon-sidewinder-v,SideWinder V,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/sidewinder-v-ps2-pal-jp
ps2-japon-silent-hill-2,Silent Hill 2,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/silent-hill-2-ps2-pal-jp
ps2-japon-silent-hill-2-saigo-no-uta,Silent Hill 2: Saigo no Uta,Japón,NTSC-J,Japan,JP,SLPM-65098,en|ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-65098.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/25749/",,/catalogo/silent-hill-2-saigo-no-uta-ps2-pal-jp
ps2-japon-silent-hill-2-saigo-no-uta-konami-palace-selection,Silent Hill 2: Saigo No Uta [Konami Palace Selection],Japón,NTSC-J,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/silent-hill-2-saigo-no-uta-konami-palace-selection-ps2-pal-jp
ps2-japon-silent-hill-2-saigo-no-uta-konami-the-best,Silent Hill 2: Saigo No Uta [Konami The Best],Japón,NTSC-J,Japan,JP,SLPM-65341,en|ja,redump-org,high,UNCHANGED,"https://psxdatacenter.com/psx2/games2/SLPM-65341.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/25749/",,/catalogo/silent-hill-2-saigo-no-uta-konami-the-best-ps2-pal-jp
ps2-japon-silent-hill-3,Silent Hill 3,Japón,NTSC-J,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/silent-hill-3-ps2-pal-jp
