game_id,title,old_region,new_region_family,new_market_region,region_code,serial,languages,classification_source,confidence,action,source_urls,review_reasons,url
ps2-hack-infection,.hack Infection,PAL España,PAL,Europe,EU,SLES-52237,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-52237.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4509/",,/catalogo/hack-infection-ps2-pal-es
ps2-hack-mutation,.hack Mutation,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/hack-mutation-ps2-pal-es
ps2-hack-outbreak,.hack Outbreak,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/hack-outbreak-ps2-pal-es
ps2-hack-quarantine,.hack Quarantine,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/hack-quarantine-ps2-pal-es
ps2-007-agent-under-fire,007 Agent Under Fire,PAL España,PAL,Europe,EU,SLES-50539,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-50539.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4602/",,/catalogo/007-agent-under-fire-ps2-pal-es
ps2-007-agent-under-fire-platinum,007 Agent Under Fire [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/007-agent-under-fire-platinum-ps2-pal-es
ps2-007-everything-or-nothing,007 Everything or Nothing,PAL España,PAL,Europe,EU,SLES-52005,en|es|it|nl|sv,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-52005.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4433/",,/catalogo/007-everything-or-nothing-ps2-pal-es
ps2-007-everything-or-nothing-platinum,007 Everything or Nothing [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/007-everything-or-nothing-platinum-ps2-pal-es
ps2-007-from-russia-with-love,007 From Russia With Love,PAL España,PAL,Europe,EU,SLES-53553,de|en|es|fr|it|nl|sv,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-53553.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4611/",,/catalogo/007-from-russia-with-love-ps2-pal-es
ps2-007-from-russia-with-love-not-for-resale,007 From Russia With Love [Not For Resale],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/007-from-russia-with-love-not-for-resale-ps2-pal-es
ps2-007-from-russia-with-love-platinum,007 From Russia With Love [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/007-from-russia-with-love-platinum-ps2-pal-es
ps2-007-nightfire,007 Nightfire,PAL España,PAL,Europe,EU,SLES-51258,en|fr|it|nl|sv,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-51258.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4486/",,/catalogo/007-nightfire-ps2-pal-es
ps2-007-nightfire-platinum,007 Nightfire [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/007-nightfire-platinum-ps2-pal-es
ps2-007-quantum-of-solace,007 Quantum of Solace,PAL España,PAL,"Europe, Australia",EU-AU,SLES-55345,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-55345.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/11511/",,/catalogo/007-quantum-of-solace-ps2-pal-es
ps2-007-quantum-of-solace-platinum,007 Quantum of Solace [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/007-quantum-of-solace-platinum-ps2-pal-es
ps2-10-pin-champions-alley,10 Pin: Champions Alley,PAL España,PAL,Europe,EU,SLES-53150,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4377/",,/catalogo/10-pin-champions-alley-ps2-pal-es
ps2-10000-bullets,10.000 Bullets,PAL España,PAL,Europe,EU,SLES-53481,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-53481.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4312/",,/catalogo/10000-bullets-ps2-pal-es
ps2-18-wheeler-american-pro-trucker,18 Wheeler American Pro Trucker,PAL España,PAL,Europe,EU,SLES-50214,de|en|es|fr,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-50214.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4246/",,/catalogo/18-wheeler-american-pro-trucker-ps2-pal-es
ps2-187-ride-or-die,187 Ride or Die,PAL España,PAL,"Europe, Australia",EU-AU,SLES-52276,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-52276.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4139/",,/catalogo/187-ride-or-die-ps2-pal-es
ps2-1945-i-&amp;-ii-the-arcade-games,1945 I & II: The Arcade Games,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/1945-i-ii-the-arcade-games-ps2-pal-es
ps2-2002-fifa-world-cup,2002 FIFA World Cup,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/2002-fifa-world-cup-ps2-pal-es
ps2-21-card-games,21 Card Games,PAL España,PAL,"Europe, Australia",EU-AU,SLES-53357,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4584/",,/catalogo/21-card-games-ps2-pal-es
ps2-24-the-game,24 the Game,PAL España,PAL,"Europe, Australia",EU-AU,SCES-53358,de|en|es|fr|it|nl|pl,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SCES-53358.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4124/|https://redump.info/disc/951/",,/catalogo/24-the-game-ps2-pal-es
ps2-24-the-game-platinum,24 the Game [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/24-the-game-platinum-ps2-pal-es
ps2-24-the-game-steelbook-edition,24 The Game [Steelbook Edition],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/24-the-game-steelbook-edition-ps2-pal-es
ps2-24-the-game-press-kit,24: The Game [Press Kit],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/24-the-game-press-kit-ps2-pal-es
ps2-24-the-game-promo-not-for-resale,24: The Game [Promo Not For Resale],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/24-the-game-promo-not-for-resale-ps2-pal-es
ps2-25-to-life,25 to Life,PAL España,PAL,Europe,EU,SLES-53199,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-53199.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4150/",,/catalogo/25-to-life-ps2-pal-es
ps2-32mb-ps2-memory-card,32MB PS2 Memory Card,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/32mb-ps2-memory-card-ps2-pal-es
ps2-4x4-evo,4x4 Evo,PAL España,PAL,,,,,review,unresolved,REVIEW,,catalog_serial_conflicts_with_title_or_edition,/catalogo/4x4-evo-ps2-pal-es
ps2-4x4-evo-2,4x4 Evo 2,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/4x4-evo-2-ps2-pal-es
ps2-50-cent-bulletproof,50 Cent Bulletproof,PAL España,PAL,Europe,EU,SLES-53734,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-53734.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/1826/",,/catalogo/50-cent-bulletproof-ps2-pal-es
ps2-50-cent-bulletproof-limited-edition,50 Cent Bulletproof [Limited Edition],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/50-cent-bulletproof-limited-edition-ps2-pal-es
ps2-50-cent-bulletproof-platinum,50 Cent Bulletproof [Platinum],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/50-cent-bulletproof-platinum-ps2-pal-es
ps2-7-blades,7 Blades,PAL España,PAL,Europe,EU,SLES-50109,de|en|fr|ja,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-50109.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4215/",,/catalogo/7-blades-ps2-pal-es
ps2-7-sins,7 Sins,PAL España,PAL,Europe,EU,SLES-53280,en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-53280.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/16596/",,/catalogo/7-sins-ps2-pal-es
ps2-7-wonders-of-the-ancient-world,7 Wonders Of The Ancient World,PAL España,PAL,Europe,EU,SLES-55069,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4525/",,/catalogo/7-wonders-of-the-ancient-world-ps2-pal-es
ps2-8mb-memory-card,8MB Memory Card,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/8mb-memory-card-ps2-pal-es
ps2-8mb-memory-card-aqua-blue,8MB Memory Card [Aqua Blue],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/8mb-memory-card-aqua-blue-ps2-pal-es
ps2-8mb-memory-card-satin-silver,8MB Memory Card [Satin Silver],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/8mb-memory-card-satin-silver-ps2-pal-es
ps2-8mb-memory-card-double-pack,8MB Memory Card Double Pack,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/8mb-memory-card-double-pack-ps2-pal-es
ps2-a-train-6,A-Train 6,PAL España,PAL,Europe,EU,SLES-51716,de|en|fr,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-51716.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/7543/",,/catalogo/a-train-6-ps2-pal-es
ps2-a2-racer-goes-usa,A2 Racer Goes USA,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/a2-racer-goes-usa-ps2-pal-es
ps2-a2-racer-world-challenge,A2 Racer World Challenge,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/a2-racer-world-challenge-ps2-pal-es
ps2-acdc-live-rock-band,AC/DC Live Rock Band,PAL España,PAL,"Europe, Australia",EU-AU,SLES-55457,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/16010/",,/catalogo/acdc-live-rock-band-ps2-pal-es
ps2-ace-combat-distant-thunder,Ace Combat: Distant Thunder,PAL España,PAL,"Europe, Australia",EU-AU,SCES-50410,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SCES-50410.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4293/",,/catalogo/ace-combat-distant-thunder-ps2-pal-es
ps2-ace-combat-distant-thunder-not-for-resale,Ace Combat: Distant Thunder [Not For Resale],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/ace-combat-distant-thunder-not-for-resale-ps2-pal-es
ps2-ace-combat-squadron-leader,Ace Combat: Squadron Leader,PAL España,PAL,"Europe, Australia",EU-AU,SCES-52424,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SCES-52424.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4243/",,/catalogo/ace-combat-squadron-leader-ps2-pal-es
ps2-ace-combat-the-belkan-war,Ace Combat: The Belkan War,PAL España,PAL,"Europe, Australia",EU-AU,SCES-54041,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4242/",,/catalogo/ace-combat-the-belkan-war-ps2-pal-es
ps2-ace-lightning,Ace Lightning,PAL España,PAL,Europe,EU,SLES-51503,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12077/",,/catalogo/ace-lightning-ps2-pal-es
ps2-aces-of-war,Aces of War,PAL España,PAL,Europe,EU,SLES-52532,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4292/",,/catalogo/aces-of-war-ps2-pal-es
ps2-action-girlz-racing,Action Girlz Racing,PAL España,PAL,Europe,EU,SLES-52956,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12062/",,/catalogo/action-girlz-racing-ps2-pal-es
ps2-action-man-atom-alpha-teens-on-machines,Action Man A.T.O.M: Alpha Teens on Machines,PAL España,PAL,Europe,EU,SLES-54617,da|de|en|es|fi|fr|it|nl|no|sv,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12061/",,/catalogo/action-man-atom-alpha-teens-on-machines-ps2-pal-es
ps2-action-replay,Action Replay,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/action-replay-ps2-pal-es
ps2-action-replay-2-v2,Action Replay 2 V2,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/action-replay-2-v2-ps2-pal-es
ps2-activision-anthology,Activision Anthology,PAL España,PAL,"Europe, Australia",EU-AU,SLES-51313,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/9662/",,/catalogo/activision-anthology-ps2-pal-es
ps2-adiboo-and-the-energy-thieves,Adiboo And The Energy Thieves,PAL España,PAL,Europe,EU,SLES-52521,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-52521.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12002/",,/catalogo/adiboo-and-the-energy-thieves-ps2-pal-es
ps2-adiboo-and-the-robbers-of-source,Adiboo And The Robbers Of Source,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/adiboo-and-the-robbers-of-source-ps2-pal-es
ps2-adibou-&amp;-les-voleurs-d%27energie,Adibou & Les Voleurs d'Energie,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/adibou-les-voleurs-d-energie-ps2-pal-es
ps2-aeon-flux,Aeon Flux,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/aeon-flux-ps2-pal-es
ps2-afl-live-2003,AFL Live 2003,PAL España,PAL,Australia,AU,SLES-51168,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/13979/",,/catalogo/afl-live-2003-ps2-pal-es
ps2-afl-live-2004-aussie-rules-football,AFL Live 2004: Aussie Rules Football,PAL España,PAL,Europe,EU,SLES-51903,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/10162/",,/catalogo/afl-live-2004-aussie-rules-football-ps2-pal-es
ps2-afl-live-premiership-edition,AFL Live Premiership Edition,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|no_exact_redump_serial|market_requires_additional_evidence,/catalogo/afl-live-premiership-edition-ps2-pal-es
ps2-afl-premiership-2005,AFL Premiership 2005,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|no_exact_redump_serial|market_requires_additional_evidence,/catalogo/afl-premiership-2005-ps2-pal-es
ps2-afl-premiership-2006,AFL Premiership 2006,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|no_exact_redump_serial|market_requires_additional_evidence,/catalogo/afl-premiership-2006-ps2-pal-es
ps2-afl-premiership-2007,AFL Premiership 2007,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|no_exact_redump_serial|market_requires_additional_evidence,/catalogo/afl-premiership-2007-ps2-pal-es
ps2-agassi-tennis-generation,Agassi Tennis Generation,PAL España,PAL,Europe,EU,SLES-52125,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12080/",,/catalogo/agassi-tennis-generation-ps2-pal-es
ps2-age-of-empires-ii-age-of-kings,Age of Empires II: Age of Kings,PAL España,PAL,Europe,EU,SLES-50282,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-50282.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/11575/",,/catalogo/age-of-empires-ii-age-of-kings-ps2-pal-es
ps2-agent-collection,Agent Collection,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/agent-collection-ps2-pal-es
ps2-agent-hugo,Agent Hugo,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/agent-hugo-ps2-pal-es
ps2-agent-hugo-hula-holiday,Agent Hugo: Hula Holiday,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/agent-hugo-hula-holiday-ps2-pal-es
ps2-agent-hugo-lemoon-twist,Agent Hugo: Lemoon Twist,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/agent-hugo-lemoon-twist-ps2-pal-es
ps2-agent-hugo-roborumble,Agent Hugo: Roborumble,PAL España,PAL,Europe,EU,SLES-54212,da|de|en|es|fi|fr|it|nl|no|pt|sv,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12082/",,/catalogo/agent-hugo-roborumble-ps2-pal-es
ps2-aggressive-inline,Aggressive Inline,PAL España,PAL,,,,,review,unresolved,REVIEW,,source_title_and_redump_serial_title_disagree,/catalogo/aggressive-inline-ps2-pal-es
ps2-air-raid-3,Air Raid 3,PAL España,PAL,Europe,EU,SLES-53772,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/11364/",,/catalogo/air-raid-3-ps2-pal-es
ps2-air-ranger-rescue-helicopter,Air Ranger: Rescue Helicopter,PAL España,PAL,Europe,EU,SLES-50953,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12081/",,/catalogo/air-ranger-rescue-helicopter-ps2-pal-es
ps2-airblade,Airblade,PAL España,PAL,"Europe, Australia",EU-AU,SCES-50246,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SCES-50246.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4244/",,/catalogo/airblade-ps2-pal-es
ps2-airblade-not-for-resale,Airblade [Not For Resale],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/airblade-not-for-resale-ps2-pal-es
ps2-airborne-troops-countdown-to-d-day,Airborne Troops: Countdown To D-Day,PAL España,PAL,Europe,EU,SLES-52939,en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-52939.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/15304/",,/catalogo/airborne-troops-countdown-to-d-day-ps2-pal-es
ps2-akira-psycho-ball,Akira Psycho Ball,PAL España,PAL,Europe,EU,SLES-50919,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-50919.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/8340/",,/catalogo/akira-psycho-ball-ps2-pal-es
ps2-alan-hansen%c2%b4s-sports-challenge,Alan Hansen´s Sports Challenge,PAL España,PAL,Europe,EU,SLES-54958,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/14354/",,/catalogo/alan-hansen-s-sports-challenge-ps2-pal-es
ps2-alarm-for-cobra-11,Alarm for Cobra 11,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/alarm-for-cobra-11-ps2-pal-es
ps2-alarm-for-cobra-11-vol-2,Alarm for Cobra 11 Vol 2,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alarm-for-cobra-11-vol-2-ps2-pal-es
ps2-alarm-fur-cobra-11,Alarm Fur Cobra 11,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alarm-fur-cobra-11-ps2-pal-es
ps2-alarm-fur-cobra-11-vol-2-hot-pursuit,Alarm Fur Cobra 11 Vol. 2: Hot Pursuit,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alarm-fur-cobra-11-vol-2-hot-pursuit-ps2-pal-es
ps2-alex-ferguson-player-manager-2001,Alex Ferguson Player Manager 2001,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/alex-ferguson-player-manager-2001-ps2-pal-es
ps2-alexandra-ledermann,Alexandra Ledermann,PAL España,PAL,,,,,review,unresolved,REVIEW,,catalog_serial_conflicts_with_title_or_edition,/catalogo/alexandra-ledermann-ps2-pal-es
ps2-alias,Alias,PAL España,PAL,Europe,EU,SLES-51821,de|en|es|fr,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-51821.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/9640/",,/catalogo/alias-ps2-pal-es
ps2-alien-hominid,Alien Hominid,PAL España,PAL,"Europe, Australia",EU-AU,SLES-53139,de|en|es|fr|it|nl,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/4374/",,/catalogo/alien-hominid-ps2-pal-es
ps2-alien-hominid-eurogamer-signature-edition,Alien Hominid [Eurogamer Signature Edition],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alien-hominid-eurogamer-signature-edition-ps2-pal-es
ps2-aliens-in-the-attic,Aliens in the Attic,PAL España,PAL,Europe,EU,SLES-55532,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/21758/",,/catalogo/aliens-in-the-attic-ps2-pal-es
ps2-aliens-vs-predator-extinction,Aliens vs. Predator Extinction,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/aliens-vs-predator-extinction-ps2-pal-es
ps2-all-music-dance,All Music Dance,PAL España,PAL,Italy,IT,SLES-52542,it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/26846/",,/catalogo/all-music-dance-ps2-pal-es
ps2-all-star-fighters,All Star Fighters,PAL España,PAL,Europe,EU,SLES-54459,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12780/",,/catalogo/all-star-fighters-ps2-pal-es
ps2-all-star-baseball-2002,All-Star Baseball 2002,PAL España,PAL,Europe,EU,SLES-50218,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/11986/",,/catalogo/all-star-baseball-2002-ps2-pal-es
ps2-all-star-baseball-2003,All-Star Baseball 2003,PAL España,PAL,,,,,review,unresolved,REVIEW,,index_only_title_and_serial_not_corroborated|source_title_and_redump_serial_title_disagree,/catalogo/all-star-baseball-2003-ps2-pal-es
ps2-all-star-baseball-2004,All-Star Baseball 2004,PAL España,PAL,,,,,review,unresolved,REVIEW,,catalog_serial_conflicts_with_title_or_edition,/catalogo/all-star-baseball-2004-ps2-pal-es
ps2-alone-in-the-dark,Alone in the Dark,PAL España,PAL,Europe,EU,SLES-54884,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SLES-54884.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/26317/",legacy_reference_is_not_a_ps2_serial,/catalogo/alone-in-the-dark-ps2-pal-es
ps2-alone-in-the-dark-steelbook-edition,Alone In The Dark [Steelbook Edition],PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alone-in-the-dark-steelbook-edition-ps2-pal-es
ps2-alone-in-the-dark-the-new-nightmare,Alone in the Dark: The New Nightmare,PAL España,PAL,Europe,EU,SLES-50185,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/1225/",legacy_reference_is_not_a_ps2_serial,/catalogo/alone-in-the-dark-the-new-nightmare-ps2-pal-es
ps2-alpine-racer-3,Alpine Racer 3,PAL España,PAL,Europe,EU,SCES-50887,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/games2/SCES-50887.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12432/",,/catalogo/alpine-racer-3-ps2-pal-es
ps2-alpine-ski-racing-2007,Alpine Ski Racing 2007,PAL España,PAL,,,,,review,unresolved,REVIEW,,no_exact_title_family_edition_reference,/catalogo/alpine-ski-racing-2007-ps2-pal-es
ps2-alpine-skiing-2005,Alpine Skiing 2005,PAL España,PAL,Europe,EU,SLES-53362,en,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/12762/",,/catalogo/alpine-skiing-2005-ps2-pal-es
ps2-alter-echo,Alter Echo,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/alter-echo-ps2-pal-es
ps2-altered-beast,Altered Beast,PAL España,PAL,,,,,review,unresolved,REVIEW,,catalog_serial_conflicts_with_title_or_edition,/catalogo/altered-beast-ps2-pal-es
ps2-alvin-and-the-chipmunks,Alvin And The Chipmunks,PAL España,PAL,Europe,EU,SLES-55052,de|en|es|fr|it,redump-org,high,MOVED,"https://psxdatacenter.com/psx2/plist2.html|http://redump.org/datfile/ps2/serial,version|https://redump.info/disc/13164/",,/catalogo/alvin-and-the-chipmunks-ps2-pal-es
ps2-america%27s-10-most-wanted,America's 10 Most Wanted,PAL España,PAL,,,,,review,unresolved,REVIEW,,legacy_row_does_not_identify_a_single_regional_release,/catalogo/america-s-10-most-wanted-ps2-pal-es
