row,serial,title,market,serial_scope,languages_index,languages_detail,libretro_regions,review_reasons,source_urls
1428,SLES-01921,MICRO MANIACS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-01921.html
1432,SLES-02839,MIKE TYSON BOXING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-02839.html
1433,SLES-02826,MILLE MIGLIA,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-02826.html
1434,SLES-01716,MILLENNIUM SOLDIER - EXPENDABLE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-01716.html
1438,SLES-01906,MISSION IMPOSSIBLE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-01906.html
1439,SLES-02574,MOBIL 1 RALLY CHAMPIONSHIP,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-02574.html
1440,SLES-04087,MOBILE LIGHT FORCE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-04087.html
1441,SLES-02830,MOHO,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-02830.html
1442,SLES-01691,MONACO GRAND PRIX - RACING SIMULATION 2,Europe,disc,E|F|I|S,en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-01691.html
1447,SLES-00945,MONOPOLY,Europe,disc,E|F|G|Du|S,de|en|es|fr|nl,Europe,,https://psxdatacenter.com/games/P/M/SLES-00945.html
1448,SLES-03246,MONSTER RACER,Europe,disc,E|F|G|I|P|S,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/M/SLES-03246.html
1457,SLES-03898,MOORKOKIN 3 - ¡LA CAZA DEL POLLO!,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-03898.html
1466,SLES-00469,MOTO RACER,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/M/SLES-00469.html
1467,SLES-01184,MOTO RACER 2,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/M/SLES-01184.html
1468,SCES-03037,MOTO RACER - WORLD TOUR,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/M/SCES-03037.html
1469,SLES-03325,MOTOCROSS MANIA,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-03325.html
1470,SLES-04098,MOTOCROSS MANIA 2,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-04098.html
1474,SCES-02771,MR. DRILLER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SCES-02771.html
1475,SCES-03085,MS. PACMAN - MAZE MADNESS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SCES-03085.html
1476,SCES-03086,MS. PACMAN - MAZE MADNESS,France,packaging,E|F|G|I|S,de|en|es|fr|it,,,https://psxdatacenter.com/games/P/M/SCES-03086.html
1477,SCES-03087,MS. PACMAN - MAZE MADNESS,Germany,packaging,E|F|G|I|S,de|en|es|fr|it,,,https://psxdatacenter.com/games/P/M/SCES-03087.html
1478,SLES-03967,MTV'S CELEBRITY DEATHMATCH,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-03967.html
1484,SLES-03834,MUNDIAL FIFA 2002,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SLES-03834.html
1489,SCES-03093,MUPPET MONSTER ADVENTURE,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SCES-03093.html
1494,SLES-01356,MUSIC - MUSIC CREATION FOR THE PLAYSTATION,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-01356.html
1495,SLES-02224,MUSIC 2000,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-02224.html
1496,SLES-00218,MYST (ORIGINAL & HELP CHARITY COMPILATION DISC 2/3),Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-00218.html
1497,SLES-00809,N20 - NITROUS OXIDE,Europe,disc,E|F|G|I|S|P,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/N/SLES-00809.html
1513,SLES-02299,NBA BASKETBALL 2000,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/N/SLES-02299.html
1523,SLES-00906,NBA LIVE 98,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/N/SLES-00906.html
1530,SLES-01457,NBA LIVE '99,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/N/SLES-01457.html
1535,SLES-02362,NBA LIVE 2000,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/N/SLES-02362.html
1540,SLES-03132,NBA LIVE 2001,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/N/SLES-03132.html
1545,SLES-03722,NBA LIVE 2002,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/N/SLES-03722.html
1549,SLES-03971,NBA LIVE 2003,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/N/SLES-03971.html
1559,SLES-03497 SLES-13497,NECRONOMICON - EL ALBA DE LAS TINIEBLAS - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/N/SLES-03497.html
1562,SLES-02700,NEED FOR SPEED - PORSCHE 2000,Europe,disc,F|S|I,es|fr|it,Europe,,https://psxdatacenter.com/games/P/N/SLES-02700.html
1565,SLES-01790,NEED FOR SPEED - ROAD CHALLENGE,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/N/SLES-01790.html
1566,SLES-00658,NEED FOR SPEED II,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/N/SLES-00658.html
1567,SLES-01154,NEED FOR SPEED III - HOT PURSUIT,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/N/SLES-01154.html
1574,SLES-02086,N-GEN RACING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/N/SLES-02086.html
1598,SLES-03153,NICKTOONS RACING,Europe,disc,E|F|G|I|P|S,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/N/SLES-03153.html
1602,SLES-00756,NINJA - SHADOW OF DARKNESS,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/N/SLES-00756.html
1606,SLES-00849,NO FEAR - DOWNHILL MOUNTAIN BIKING,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/N/SLES-00849.html
1609,SLES-03529,NODDY - UNA AVENTURA MÁGICA,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/N/SLES-03529.html
1618,SLES-01505 SLES-11505,ODDWORLD - ABE'S EXODDUS - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/O/SLES-01505.html
1623,SLES-00841,ODDWORLD - ABE'S ODDYSEE,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/O/SLES-00841.html
1628,SLES-01412,ODT - ESCAPE OR DIE TRYING,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/O/SLES-01412.html
1630,SLES-00110,OLYMPIC GAMES - ATLANTA '96,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/O/SLES-00110.html
1631,SLES-00113,OLYMPIC SOCCER - ATLANTA '96,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/O/SLES-00113.html
1633,SCES-02120,OMEGA BOOST,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/O/SCES-02120.html
1634,SLES-00944,ONE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/O/SLES-00944.html
1635,SLES-03807,ONE PIECE GRAND BATTLE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/O/SLES-03807.html
1637,SLES-00079,ONSIDE COMPLETE SOCCER,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/O/SLES-00079.html
1649,SCES-02280,PAC-MAN WORLD,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/P/SCES-02280.html
1656,SCES-00743,PARAPPA THE RAPPER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SCES-00743.html
1660,SLES-02561 SLES-12561,PARASITE EVE 2 - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/P/SLES-02561.html
1669,SLES-01583,PEQUEÑOS GUERREROS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/P/SLES-01583.html
1670,SLES-00805,PERFECT ASSASSIN,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-00805.html
1678,SLES-02396,PGA EUROPEAN TOUR GOLF,Europe,disc,F|I|S,es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-02396.html
1685,SLES-03932,PINK PANTHER - PINKADELIC PURSUIT,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-03932.html
1686,SLES-04014,PINOBEE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-04014.html
1687,SLES-03400,PIPE MANIA 3D,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-03400.html
1692,SLES-02087,PLANE CRAZY,REVIEW,disc,E|F|G|I|Du|S,de|en|es|fr|it|nl,,commercial_release_conflicts_with_cancellation_reference|no_exact_redump_serial,https://psxdatacenter.com/games/P/P/SLES-02087.html
1693,SLES-03844,PLANET OF THE APES,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-03844.html
1694,SLES-00319,PLAYER MANAGER,Europe,disc,E|F|G|I|Du|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/P/SLES-00319.html
1703,SLES-00168,PO'ED,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-00168.html
1705,SCES-02180,POINT BLANK 2,"Europe, Australia",disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SCES-02180.html
1706,SCES-03383,POINT BLANK 3,"Europe, Australia",disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SCES-03383.html
1707,SLES-02020,PONG,Europe,disc,E|F|G|I|N|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-02020.html
1713,SLES-01760,POPULOUS - THE BEGINNING,Europe,disc,E|F|G|I|N|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/P/SLES-01760.html
1714,SCES-00409,PORSCHE CHALLENGE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SCES-00409.html
1729,SLES-00140,PRIMAL RAGE,Europe,disc,E|F|G|I|S|P,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/P/SLES-00140.html
1730,SLES-02702,PRIMERA DIVISION STARS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/P/SLES-02702.html
1731,SLES-00017,PRINCE NASEEM BOXING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-00017.html
1733,SLES-01559,PRO 18 WORLD TOUR GOLF,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-01559.html
1737,SLES-03796,PRO EVOLUTION SOCCER,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-03796.html
1739,SLES-03957,PRO EVOLUTION SOCCER 2,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-03957.html
1740,SLES-01211,PRO PINBALL - BIG RACE USA,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/P/SLES-01211.html
1741,SLES-02466,PRO PINBALL - FANTASTIC JOURNEY,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/P/SLES-02466.html
1743,SLES-00606,PRO PINBALL - TIMESHOCK!,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-00606.html
1746,SLES-00929,PSYBADEK,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/P/SLES-00929.html
1756,SLES-02214,Q*BERT,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/Q/SLES-02214.html
1763,SLES-01943,RADIKAL BIKERS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-01943.html
1774,SCES-00394,RAPID RACER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SCES-00394.html
1778,SLES-01103,RAT ATTACK!,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/R/SLES-01103.html
1783,SLES-02906,RAYMAN 2 - THE GREAT ESCAPE,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-02906.html
1784,SLES-02797,RAYMAN JUNIOR - ENGLISH,Europe,disc,F|G|I|S,de|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-02797.html
1785,SLES-02798,RAYMAN JUNIOR - LEVEL 1,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-02798.html
1786,SLES-02799,RAYMAN JUNIOR - LEVEL 2,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-02799.html
1787,SLES-02800,RAYMAN JUNIOR - LEVEL 3,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-02800.html
1788,SLES-03812,RAYMAN RUSH,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-03812.html
1791,SLES-02824,RC REVENGE,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/R/SLES-02824.html
1801,SLES-00925,REBOOT,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/R/SLES-00925.html
1809,SCES-02569,RESCUE SHOT,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SCES-02569.html
1820,SLES-00976 SLES-10976,RESIDENT EVIL 2 - [ 2 DISCS ] Includes: Leon Disc + Claire Disc,Spain,disc,S,en|es,Spain,,https://psxdatacenter.com/games/P/R/SLES-00976.html
1824,SLES-02532,RESIDENT EVIL 3 - NEMESIS,Spain,disc,S,en|es,Spain,,https://psxdatacenter.com/games/P/R/SLES-02532.html
1829,SLES-01661,RETRO FORCE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-01661.html
1830,SLES-00177,RETURN FIRE,Europe,disc,E|J|F|G|I|S|P|K|R|M|Ir,de|en|es|fr|it|ja|ko|pt|ru,Europe,,https://psxdatacenter.com/games/P/R/SLES-00177.html
1831,SLES-01973,RE-VOLT,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-01973.html
1837,SCES-01706 SCED-01832,RIDGE RACER TYPE 4 - [ 2 DISCS ],Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SCES-01706.html
1839,SLES-00164,RISE 2 RESURRECTION,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-00164.html
1840,SLES-01779,RISING ZAN - THE SAMURAI GUNMAN,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-01779.html
1841,SLES-00707,RISK,Europe,disc,E|F|G|S,de|en|es|fr,,,https://psxdatacenter.com/games/P/R/SLES-00707.html
1853,SLES-02326,ROADSTERS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-02326.html
1855,SLES-04112,ROBOCOD - JAMES POND II,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-04112.html
1865,SLES-03449,ROLAND GARROS - FRENCH OPEN 2001,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-03449.html
1866,SLES-01660,ROLLCAGE,"Europe, Australia",disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SLES-01660.html
1867,SCES-01922,ROLLCAGE - STAGE II,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SCES-01922.html
1869,SLES-02681,RONALDO V-FOOTBALL,Europe,disc,G|I|P|S,de|es|it|pt,Europe,,https://psxdatacenter.com/games/P/R/SLES-02681.html
1871,SCES-00257,ROSCO MCQUEEN - FIREFIGHTER EXTREME,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SCES-00257.html
1882,SLES-02911,RUGRATS - EXCURSIÓN AL ESTUDIO,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/R/SLES-02911.html
1883,SLES-02049,RUGRATS - LA BÚSQUEDA DE REPTAR,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/R/SLES-02049.html
1885,SLES-03344,RUGRATS EN PARIS - LA PELICULA,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/R/SLES-03344.html
1892,SCES-01630,RUNNING WILD,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/R/SCES-01630.html
1894,SLES-01286,S.C.A.R.S.,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-01286.html
1900,SLES-03753,SALTWATER SPORTFISHING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-03753.html
1901,SLES-00217,SAMPRAS EXTREME TENNIS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-00217.html
1903,SLES-01208,SAN FRANCISCO RUSH EXTREME RACING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-01208.html
1911,SLES-03642,SCRABBLE - CROSSWORD GAME,Europe,disc,E|G|S,de|en|es,Europe,,https://psxdatacenter.com/games/P/S/SLES-03642.html
1912,SLES-01021,SENSIBLE SOCCER,Europe,disc,E|F|G|I|Du|S,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/S/SLES-01021.html
1914,SLES-01051,SENTINEL RETURNS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-01051.html
1918,SLES-01359,SHADOW GUNNER - THE ROBOT WARS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-01359.html
1923,SCES-02103 SCES-12103,SHADOW MADNESS - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SCES-02103.html
1924,SLES-00947,SHADOW MAN,Europe,disc,E|F|S,en|es|fr,Europe,,https://psxdatacenter.com/games/P/S/SLES-00947.html
1927,SLES-00888,SHADOW MASTER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-00888.html
1931,SLES-02218,SHEEP,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-02218.html
1937,SLES-03996,SHREK TREASURE HUNT,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/S/SLES-03996.html
1942,SLES-02992,SILENT BOMBER,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SLES-02992.html
1943,SLES-01514,SILENT HILL,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-01514.html
1945,SLES-00471,SIMCITY 2000,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/S/SLES-00471.html
1946,SLES-04152,SITTING DUCKS,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/S/SLES-04152.html
1956,SLES-02194,SLED STORM,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/S/SLES-02194.html
1960,SLES-02763,SNO-CROSS CHAMPIONSHIP RACING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-02763.html
1963,SLES-00691,SOCCER '97,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-00691.html
1966,SLES-04086,SORCERER'S MAZE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-04086.html
1971,SLES-02690,SOUTH PARK RALLY,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/S/SLES-02690.html
1979,SCES-02433,SPACE DEBRIS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SCES-02433.html
1986,SLES-03515,SPEC OPS - COVER ASSAULT,Europe,disc,E|F|G|I|S,de|en|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-03515.html
1987,SLES-03157,SPEC OPS - RANGER ELITE,Europe,disc,E|F|G|I|S,de|en|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-03157.html
1988,SLES-00844,SPEC OPS - STEALTH PATROL,Europe,disc,E|F|G|I|S,de|en|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-00844.html
1991,SLES-02782,SPEEDBALL 2100,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-02782.html
1997,SCES-01234,SPICE WORLD,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SCES-01234.html
2005,SLES-02890,SPIDER-MAN,Spain,disc,S,en|es,Spain,,https://psxdatacenter.com/games/P/S/SLES-02890.html
2019,SCES-01438,SPYRO THE DRAGON,"Europe, Australia",disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SCES-01438.html
2020,SCES-02104,SPYRO 2 - GATEWAY TO GLIMMER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SCES-02104.html
2021,SCES-02835,SPYRO 3 - YEAR OF THE DRAGON,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SCES-02835.html
2032,SLES-00646,STAR WARS - DARK FORCES,Spain,disc,S,en|es,Spain,,https://psxdatacenter.com/games/P/S/SLES-00646.html
2040,SLES-02611,STAR WARS - EPISODE I - JEDI POWER BATTLES,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SLES-02611.html
2045,SLES-02038,STAR WARS - EPISODE I - LA AMENAZA FANTASMA,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SLES-02038.html
2051,SLES-00644 SLES-10644,STAR WARS - REBEL ASSAULT II - THE HIDDEN EMPIRE - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SLES-00644.html
2068,SLES-02528,STREET SCOOTERS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-02528.html
2073,SLES-00425,STRIKE POINT - THE HEX MISSIONS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-00425.html
2080,SCES-03849,STUART LITTLE 2,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SCES-03849.html
2093,SLES-02445,SUIKODEN II,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SLES-02445.html
2097,SLES-01175,SUPER MATCH SOCCER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-01175.html
2101,SLES-02538,SUPERBIKE 2000,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/S/SLES-02538.html
2103,SLES-02373,SUPERCROSS 2000,Europe,disc,E|F|G|I|S|Du|Sw,de|en|es|fr|it|nl|sv,Europe,,https://psxdatacenter.com/games/P/S/SLES-02373.html
2104,SLES-00080,SUPERSONIC RACERS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/S/SLES-00080.html
2117,SLES-02861,SYDNEY 2000,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SLES-02861.html
2119,SLES-00213,SYNDICATE WARS,Europe,disc,E|F|I|S|Sw,en,Europe,,https://psxdatacenter.com/games/P/S/SLES-00213.html
2124,SCES-01914,SYPHON FILTER,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SCES-01914.html
2129,SCES-02289 SCES-12289,SYPHON FILTER 2 - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SCES-02289.html
2134,SCES-03701,SYPHON FILTER 3,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/S/SCES-03701.html
2140,SLES-01248,TANK RACER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/T/SLES-01248.html
2143,SCES-02986,TEAM BUDDIES,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/T/SCES-02986.html
2146,SLES-03244,TECHNOMAGE - EL RETORNO DE LA ETERNIDAD,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SLES-03244.html
2154,SCES-02486,TELEÑECOS RACEMANIA,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SCES-02486.html
2159,SLES-03171,TELETUBBIES - JUEGA CON LOS TELETUBBIES,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/T/SLES-03171.html
