row,serial,title,market,serial_scope,languages_index,languages_detail,libretro_regions,review_reasons,source_urls
777,SLES-03187,DREAMWORKS - ORO Y GLORIA - LA RUTA HACIA EL DORADO,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/D/SLES-03187.html
783,SLES-01978,DRIVER - YOU'RE THE WHEELMAN,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/D/SLES-01978.html
788,SLES-02997 SLES-12997,DRIVER 2 - BACK ON THE STREETS - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/D/SLES-02997.html
795,SLES-03405,DUKE NUKEM - LAND OF THE BABES,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/D/SLES-03405.html
804,SLES-02250,DUNE 2000,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/D/SLES-02250.html
806,SLES-03805,E.T. THE EXTRA TERRESTRIAL - INTERPLANETARY MISSION,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/E/SLES-03805.html
808,SLES-01715,EAGLE ONE - HARRIER ATTACK,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/E/SLES-01715.html
814,SLES-03491,EGIPTO II - LA PROFECIA DE HELIOPOLIS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/E/SLES-03491.html
817,SLES-01600,EGYPT 1156 BCE - TOMB OF THE PHARAOH,Europe,disc,E|Du|Sw|S,en|es|nl|sv,Europe,,https://psxdatacenter.com/games/P/E/SLES-01600.html
825,SLES-01364,ELIMINATOR,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/E/SLES-01364.html
826,SLES-02985,EN BUSCA DEL VALLE ENCANTADO - EL REGRESO AL GRAN VALLE,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/E/SLES-02985.html
828,SLES-02943,EQUESTRIAD 2001,Europe,disc,E|F|S,en|es|fr,Europe,,https://psxdatacenter.com/games/P/E/SLES-02943.html
830,SCES-01704,ESTO ES FUTBOL,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/E/SCES-01704.html
831,SCES-03076,ESTO ES FUTBOL 2,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/E/SCES-03076.html
832,SLES-02270,ETERNAL EYES,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/E/SLES-02270.html
833,SLES-03415,EUROPE RACER,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/E/SLES-03415.html
834,SLES-03082,EUROPEAN SUPER LEAGUE,Europe,disc,E|F|G|I|S|P,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/E/SLES-03082.html
835,SCES-00983,EVERYBODY'S GOLF,"Europe, Australia",disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/E/SCES-00983.html
839,SLES-01871,EVO'S SPACE ADVENTURES,Europe,disc,E|F|G|I|S,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/E/SLES-01871.html
840,SLES-00478,EXCALIBUR 2555 A.D.,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/E/SLES-00478.html
842,SLES-00097,EXHUMED,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/E/SLES-00097.html
845,SLES-03990,EXTREME GHOSTBUSTERS - THE ULTIMATE INVASION,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/E/SLES-03990.html
850,SLES-02723,F1 2000,Europe,disc,S,da|en|es|fi|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-02723.html
854,SLES-03119,F1 CHAMPIONSHIP SEASON 2000,Europe,disc,E|Fi|S|Sw,en|es|fi|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-03119.html
855,SLES-02501,F1 RACING CHAMPIONSHIP,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-02501.html
856,SLES-00887,F1 WORLD GRAND PRIX - 1999 SEASON,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00887.html
860,SLES-00209,FADE TO BLACK,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00209.html
861,SLES-00339,FADE TO BLACK [ELECTRONIC ARTS CLASSICS],Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00339.html
863,SLES-00548,FANTASTIC FOUR,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00548.html
864,SLES-02166 SLES-12166 SLES-22166 SLES-32166,FEAR EFFECT - [ 4 DISCS ],Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-02166.html
869,SLES-00504,FIFA '97,Europe,disc,E|F|G|I|S|Sw,en|es|fr|it|nl|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-00504.html
872,SLES-01584,FIFA '99,Europe,disc,E|Du|F|G|S|SW,de|en|es|fr|nl|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-01584.html
873,SLES-01585,FIFA '99,France,disc,E|Du|F|G|S|SW,de|en|es|fr|nl|sv,France,,https://psxdatacenter.com/games/P/F/SLES-01585.html
874,SLES-01586,FIFA '99,Germany,disc,E|Du|F|G|S|SW,de|en|es|fr|nl|sv,Germany,,https://psxdatacenter.com/games/P/F/SLES-01586.html
876,SLES-01588,FIFA '99,Spain,disc,E|Du|F|G|S|SW,de|en|es|fr|nl|sv,Spain,,https://psxdatacenter.com/games/P/F/SLES-01588.html
877,SLES-02315,FIFA 2000,Europe,disc,E|Du|G|S|SW,de|en|es|nl|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-02315.html
881,SLES-02319,FIFA 2000,Italy,disc,E|F|Du|G|S|Sw,it,Italy,,https://psxdatacenter.com/games/P/F/SLES-02319.html
884,SLES-03140,FIFA 2001,Europe,disc,E|Du|G|S|SW,de|en|es|nl|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-03140.html
886,SLES-03142,FIFA 2001,Germany,disc,E|Du|G|S|SW,de|en|es|nl|sv,Germany,,https://psxdatacenter.com/games/P/F/SLES-03142.html
890,SLES-03146,FIFA 2001,Spain,disc,E|Du|G|S|SW,de|en|es|nl|sv,Spain,,https://psxdatacenter.com/games/P/F/SLES-03146.html
892,SLES-00915,FIFA - EN ROUTE POUR LA COUPE DU MONDE '98,France,disc,E|Du|F|G|S|SW,de|en|es|fr|nl|sv,France,,https://psxdatacenter.com/games/P/F/SLES-00915.html
893,SLES-00914,FIFA - ROAD TO WORLD CUP '98,Europe,disc,E|Du|F|G|S|SW,de|en|es|fr|nl|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-00914.html
894,SLES-00918,FIFA - RUMBO AL MUNDIAL '98,Spain,disc,E|Du|F|G|S|SW,de|en|es|fr|nl|sv,Spain,,https://psxdatacenter.com/games/P/F/SLES-00918.html
896,SLES-03666,FIFA FOOTBALL 2002,Europe,disc,E|Du|G|S|SW,de|en|es|nl|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-03666.html
899,SLES-03669,FIFA FOOTBALL 2002,Germany,disc,E|Du|G|S|SW,de|en|es|nl|sv,Germany,,https://psxdatacenter.com/games/P/F/SLES-03669.html
901,SLES-03672,FIFA FOOTBALL 2002,Spain,disc,E|Du|G|S|SW,de|en|es|nl|sv,Spain,,https://psxdatacenter.com/games/P/F/SLES-03672.html
906,SLES-03981,FIFA FOOTBALL 2003,Spain,disc,E|Du|G|S|SW,de|en|es|nl|sv,Spain,,https://psxdatacenter.com/games/P/F/SLES-03981.html
910,SLES-04118,FIFA FOOTBALL 2004,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/F/SLES-04118.html
916,SLES-04169,FIFA FOOTBALL 2005,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/F/SLES-04169.html
918,SLES-00116,FIFA SOCCER '96,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/F/SLES-00116.html
923,SLES-02237,FIGHTING FORCE 2,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-02237.html
931,SCES-00900 SCES-10900 SCES-20900,FINAL FANTASY VII - [ 3 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/F/SCES-00900.html
936,SLES-02084 SLES-12084 SLES-22084 SLES-32084,FINAL FANTASY VIII - [ 4 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/F/SLES-02084.html
941,SLES-02969 SLES-12969 SLES-22969 SLES-32969,FINAL FANTASY IX - [ 4 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/F/SLES-02969.html
942,SCES-03884,FIREBUGS,Europe,disc,E|D|Du|F|Fi|G|I|N|P|S|Sw,da|de|en|es|fi|fr|it|nl|pt|sv,Europe,,https://psxdatacenter.com/games/P/F/SCES-03884.html
946,SLES-00254,FIRO & KLAWD,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/F/SLES-00254.html
958,SLES-04109,FORD TRUCK MANIA,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/F/SLES-04109.html
959,SLES-00298,FORMULA 1,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00298.html
960,SLES-00859,FORMULA 1 '97,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00859.html
961,SLES-01421,FORMULA 1 '98,Europe,disc,E|F|G|I|S|Fi,de|en|es|fi|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-01421.html
963,SLES-00726,FORMULA KARTS - SPECIAL EDITION,Europe,disc,E|G|I|S,de|en|es|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00726.html
967,SCES-02222,FORMULA ONE 99,Europe,disc,E|Fi|S,en|es|fi,Europe,,https://psxdatacenter.com/games/P/F/SCES-02222.html
970,SCES-02779,FORMULA ONE 2000,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/F/SCES-02779.html
973,SCES-03424,FORMULA ONE 2001,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/F/SCES-03424.html
975,SCES-03886,FORMULA ONE ARCADE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SCES-03886.html
980,SLES-01089,FORSAKEN,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/F/SLES-01089.html
987,SLES-00704,FROGGER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/F/SLES-00704.html
1000,SLES-00856 SLES-10856,G-POLICE - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/G/SLES-00856.html
1004,SCES-01919,G-POLICE - WEAPONS OF JUSTICE,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/G/SCES-01919.html
1015,SLES-01241,GEKIDO - URBAN FIGHTERS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-01241.html
1019,SLES-01299,GEX 3 - DEEP COVER GECKO,Europe,disc,E|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-01299.html
1024,SCES-02543,GHOUL PANIC,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SCES-02543.html
1029,SLES-01425,GLOBAL DOMINATION,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/G/SLES-01425.html
1032,SLES-01222,GOLDEN GOAL '98,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-01222.html
1035,SCES-00984,GRAN TURISMO - THE REAL DRIVING SIMULATOR,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SCES-00984.html
1036,SCES-02380 SCES-12380,GRAN TURISMO 2 - THE REAL DRIVING SIMULATOR - [ 2 DISCS ] Includes: Arcade Disc + Simulation Disc,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SCES-02380.html
1038,SLES-00032 SLES-03389 SLES-01404,GRAND THEFT AUTO [COLLECTOR'S EDITION SET] - [ 3 DISCS ] Includes: Grand Theft Auto Disc + Mission Pack #1 - London 1969 + Grand Theft Auto 2 Disc,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-00032CE.html
1039,SLES-03389,GRAND THEFT AUTO - LONDON [SPECIAL EDITION],Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-03389.html
1040,SLES-01714,GRAND THEFT AUTO - MISSION PACK #1 - LONDON 1969,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-01714.html
1041,SLES-01404,GRAND THEFT AUTO 2,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-01404.html
1042,SLES-02458,GRAND THEFT AUTO 2,France,packaging,E|F|G|I|S,de|en|es|fr|it,,,https://psxdatacenter.com/games/P/G/SLES-02458.html
1048,SCES-02885,GRIND SESSION,"Europe, Australia",disc,E|F|G|I|S,de|en|es|fr|it|nl|pt,Europe,,https://psxdatacenter.com/games/P/G/SCES-02885.html
1049,SLES-02223,GRUDGE WARRIORS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-02223.html
1056,SLES-03650,GUNDAM BATTLE ASSAULT,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-03650.html
1057,SLES-03934,GUNDAM BATTLE ASSAULT 2,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-03934.html
1058,SLES-03689,GUNFIGHTER - THE LEGEND OF JESSE JAMES,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-03689.html
1060,SLES-00027,GUNSHIP,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/G/SLES-00027.html
1078,SLES-03973,HARRY POTTER Y LA CÁMARA SECRETA,Europe,disc,I|P|S,es|it|pt,Europe,,https://psxdatacenter.com/games/P/H/SLES-03973.html
1080,SLES-03663,HARRY POTTER & THE PHILOSOPHER'S STONE,Europe,disc,I|P|S,es|it|pt,Europe,,https://psxdatacenter.com/games/P/H/SLES-03663.html
1089,SLES-00465 SLES-10465,HEART OF DARKNESS - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/H/SLES-00465.html
1094,SLES-00645,HERC'S ADVENTURES,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/H/SLES-00645.html
1099,SLES-00115,HI-OCTANE,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/H/SLES-00115.html
1100,SLES-03602,HIDDEN & DANGEROUS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/H/SLES-03602.html
1105,SLES-02768,HOGS OF WAR [MARRANOS EN GUERRA],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/H/SLES-02768.html
1116,SLES-01668,HUGO,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/H/SLES-01668.html
1121,SLES-01809,HUGO 2,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/H/SLES-01809.html
1128,SLES-02590,HUGO 3 - THE QUEST FOR THE SUNSTONES,Europe,disc,E|Du|F|G|Fi|I|N|Po|S|Sw,de|en|es|fi|fr|it|nl|pl|sv,Europe,,https://psxdatacenter.com/games/P/H/SLES-02590.html
1132,SLES-03514,HUGO 4 - BLACK DIAMOND FEVER,Europe,disc,I|S|P,es|it|pt,Europe,,https://psxdatacenter.com/games/P/H/SLES-03514.html
1133,SLES-03686,HUGO 5 - FROG FIGHTER,Europe,disc,E|D|Du|F|Fi|G|I|N|P|S|Sw,da|de|en|es|fi|fr|it|nl|pt|sv,Europe,,https://psxdatacenter.com/games/P/H/SLES-03686.html
1138,SLES-03839,HUGO 6 - THE EVIL MIRROR,Europe,disc,I|P|S,es|it|pt,Europe,,https://psxdatacenter.com/games/P/H/SLES-03839.html
1144,SLES-00746,IAN LIVINGSTONE'S DEATHTRAP DUNGEON,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/I/SLES-00746.html
1149,SLES-02933,INCREDIBLE CRISIS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/I/SLES-02933.html
1150,SLES-00607,INDEPENDENCE DAY,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/I/SLES-00607.html
1152,SLES-01870,INFESTATION,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/I/SLES-01870.html
1153,SLES-03084,INSPECTOR GADGET - GADGET'S CRAZY MAZE,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/I/SLES-03084.html
1158,SLES-00099,INTERNATIONAL MOTO X,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/I/SLES-00099.html
1161,SLES-03149,INTERNATIONAL SUPERSTAR SOCCER 2000,Europe,disc,F|I|S,es|fr|it,Europe,,https://psxdatacenter.com/games/P/I/SLES-03149.html
1166,SLES-00443,INVASION,Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/I/SLES-00443.html
1170,SLES-01218,ISS PRO 98,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/I/SLES-01218.html
1173,SLES-02424,ISS PRO EVOLUTION,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/I/SLES-02424.html
1175,SLES-03322,ISS PRO EVOLUTION 2,Europe,disc,I|S,es|it,Europe,,https://psxdatacenter.com/games/P/I/SLES-03322.html
1181,SLES-02205,JADE COCOON - LA LEYENDA DE TAMAMAYU,Spain,disc,S,en|es,Spain,,https://psxdatacenter.com/games/P/J/SLES-02205.html
1187,SLES-01986,JEFF WAYNE'S - THE WAR OF THE WORLDS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/J/SLES-01986.html
1195,SLES-04089,JIGSAW MADNESS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/J/SLES-04089.html
1196,SLES-01334,JIMMY WHITE'S 2 - CUEBALL,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/J/SLES-01334.html
1197,SCES-03908,JINX,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/J/SCES-03908.html
1200,SLES-00377,JONAH LOMU RUGBY,Europe,disc,E|G|I|S,de|en|es|it,Europe,,https://psxdatacenter.com/games/P/J/SLES-00377.html
1205,SLES-02750,JUNGLA DE CRISTAL TRILOGIA 2 - VIVA LAS VEGAS,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/J/SLES-02750.html
1219,SLES-01327,KICK OFF WORLD,Europe,disc,S|Du,es|nl,Europe,,https://psxdatacenter.com/games/P/K/SLES-01327.html
1223,SLES-01878,KILLER LOOP,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/K/SLES-01878.html
1228,SCES-01659,KINGSLEY'S ADVENTURE,Europe,disc,E|D|F|Fi|G|I|Du|No|S|Sw,da|de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/K/SCES-01659.html
1230,SLES-03677,KIRIKOU,Europe,disc,I|P|S,es|it|pt,Europe,,https://psxdatacenter.com/games/P/K/SLES-03677.html
1239,SCES-01188,KLONOA - DOOR TO PHANTOMILE,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/K/SCES-01188.html
1240,SCES-03922,KLONOA - BEACH VOLLEYBALL,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/K/SCES-03922.html
1253,SLES-02901 SLES-12901 SLES-22901 SLES-32901,KOUDELKA - [ 4 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/K/SLES-02901.html
1256,SLES-00126,KRAZY IVAN,Spain,disc,S,en|es,Spain,,https://psxdatacenter.com/games/P/K/SLES-00126.html
1260,SCES-00866,KURUSHI,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/K/SCES-00866.html
1265,SCES-02013,KURUSHI FINAL,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/K/SCES-02013.html
1271,SLES-03688,LARGO WINCH - COMMANDO SAR,Europe,disc,E|G|I|S,en|es|it,Europe,,https://psxdatacenter.com/games/P/L/SLES-03688.html
1272,SLES-01362,LE MANS 24 HOURS,Europe,disc,E|F|G|I|S|P,de|en|es|fr|it|pt,Europe,,https://psxdatacenter.com/games/P/L/SLES-01362.html
1279,SLES-02026,LEGACY OF KAIN - SOUL REAVER,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/L/SLES-02026.html
1288,SCES-01947,LEGEND OF LEGAIA,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/L/SCES-01947.html
1297,SLES-03307,LEGO ISLAND 2 - THE BRICKSTER'S REVENGE,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/L/SLES-03307.html
1300,SLES-01207,LEGO RACERS,Europe,disc,E|F|G|I|S|D|Du|Fi|N|Sw,da|de|en|es|fi|fr|it|nl|sv,Europe,,https://psxdatacenter.com/games/P/L/SLES-01207.html
1301,SLES-01690,LEGO ROCK RAIDERS,Europe,disc,E|D|F|Fi|G|I|Du|No|S|Sw,da|de|en|es|fi|fr|it|nl|sv,Europe,,https://psxdatacenter.com/games/P/L/SLES-01690.html
1303,SLES-01461,LEMMINGS & OH NO MORE LEMMINGS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/L/SLES-01461.html
1311,SCES-03254,LIBERO GRANDE INTERNATIONAL,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/L/SCES-03254.html
1316,SLES-00617,LIFEFORCE TENKA,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/L/SLES-00617.html
1319,SLES-00698,LITTLE BIG ADVENTURE,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/L/SLES-00698.html
1320,SLES-01332,LIVE WIRE!,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/L/SLES-01332.html
1326,SLES-00451,LOMAX,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/L/SLES-00451.html
1331,SLES-03127,LOONEY TUNES RACING,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/L/SLES-03127.html
1332,SLES-02895,"LOONEY TUNES - SHEEP, DOG 'N' WOLF",Europe,disc,E|F|G|I|Du|S,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/L/SLES-02895.html
1336,SLES-03161 SLES-13161,LOUVRE - LA MALDICIÓN FINAL - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/L/SLES-03161.html
1340,SLES-00943,LUCKY LUKE,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/L/SLES-00943.html
1341,SLES-03530,LUCKY LUKE - WESTERN FEVER,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/L/SLES-03530.html
1351,SLES-00833,MACHINE HUNTER,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SLES-00833.html
1357,SLES-00211,MAGIC CARPET,Europe,disc,E|F|G|S|SW,de|en|es|fr|sv,Europe,,https://psxdatacenter.com/games/P/M/SLES-00211.html
1361,SLES-02964 SLES-12964,MAGICAL DROP 3 [ 2 DISCS ],Europe,disc,E|F|G|I|S|Du,de|en|es|fr|it|nl,Europe,,https://psxdatacenter.com/games/P/M/SLES-02964.html
1362,SLES-02402,MANAGER DE LIGA,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SLES-02402.html
1363,SLES-02979,MANAGER DE LIGA 2001,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SLES-02979.html
1364,SLES-03607,MANAGER DE LIGA 2002,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SLES-03607.html
1366,SLES-01350,MARTIAN GOTHIC - UNIFICATION,Europe,disc,E|F|I|S,en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-01350.html
1371,SLES-02379,MARY KING'S RIDING STAR,Europe,disc,E|F|G|I|Du|P|S,de|en|es|fr|it|nl|pt,Europe,,https://psxdatacenter.com/games/P/M/SLES-02379.html
1375,SLES-00098,MASS DESTRUCTION,Europe,disc,E|F|G|S,de|en|es|fr,Europe,,https://psxdatacenter.com/games/P/M/SLES-00098.html
1381,SLES-01001,MAXIMUM FORCE,Europe,disc,E|F|I|S,en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-01001.html
1382,SLES-00599,MDK,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-00599.html
1396,SCES-01495,MEDIEVIL,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SCES-01495.html
1398,SCES-02545,MEDIEVIL II,Europe,disc,I|P|S,es|it|pt,Europe,,https://psxdatacenter.com/games/P/M/SCES-02545.html
1415,SLES-03523,MEN IN BLACK - THE SERIES - CRASHDOWN,Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SLES-03523.html
1420,SLES-01734 SLES-11734,METAL GEAR SOLID - [ 2 DISCS ],Spain,disc,S,es,Spain,,https://psxdatacenter.com/games/P/M/SLES-01734.html
1421,SLES-02136,METAL GEAR SOLID - SPECIAL MISSIONS,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-02136.html
1424,SLES-03931,MICHAEL SCHUMACHER'S WORLD KART 2002,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-03931.html
1426,SLES-02395,MICHELIN RALLY MASTERS - RACE OF CHAMPIONS,Europe,disc,E|F|G|I|S|Sw,de|en|es|fr|it|sv,Europe,,https://psxdatacenter.com/games/P/M/SLES-02395.html
1427,SLES-00016,MICRO MACHINES V3,Europe,disc,E|F|G|I|S,de|en|es|fr|it,Europe,,https://psxdatacenter.com/games/P/M/SLES-00016.html
